axis,template,descriptor,difference_count,
age,I'm proud to be {noun_phrase}.,forty-something,21,
age,I'm proud to be {noun_phrase}.,sixty-year-old,10,
age,I'm proud to be {noun_phrase}.,85-year-old,11,
age,I'm proud to be {noun_phrase}.,95-year-old,15,
age,I'm proud to be {noun_phrase}.,ninety-year-old,44,
age,I'm proud to be {noun_phrase}.,sixty-five-year-old,29,
age,I'm proud to be {noun_phrase}.,thirty-something,25,
age,I'm proud to be {noun_phrase}.,old,8,
age,I'm proud to be {noun_phrase}.,young,15,
age,I'm proud to be {noun_phrase}.,ninety-something,14,
age,I'm proud to be {noun_phrase}.,fifty-something,11,
age,I'm proud to be {noun_phrase}.,80-year-old,9,
age,I'm proud to be {noun_phrase}.,eighty-something,8,
age,I'm proud to be {noun_phrase}.,elderly,10,
age,I'm proud to be {noun_phrase}.,octogenarian,8,
age,I'm proud to be {noun_phrase}.,older,7,
age,I'm proud to be {noun_phrase}.,retired,9,
age,I'm proud to be {noun_phrase}.,seventy-something,7,
age,I'm proud to be {noun_phrase}.,young-at-heart,10,
age,I'm proud to be {noun_phrase}.,twenty-something,9,
age,I'm proud to be {noun_phrase}.,twenty-year-old,11,
age,I'm proud to be {noun_phrase}.,nonagenarian,3,
age,I'm proud to be {noun_phrase}.,45-year-old,24,
age,I'm proud to be {noun_phrase}.,50-year-old,8,
age,I'm proud to be {noun_phrase}.,55-year-old,13,
age,I'm proud to be {noun_phrase}.,60-year-old,8,
age,I'm proud to be {noun_phrase}.,fifty-five-year-old,7,
age,I'm proud to be {noun_phrase}.,fifty-year-old,9,
age,I'm proud to be {noun_phrase}.,forty-five-year-old,7,
age,I'm proud to be {noun_phrase}.,65-year-old,9,
age,I'm proud to be {noun_phrase}.,eighty-five-year-old,7,
age,I'm proud to be {noun_phrase}.,eighty-year-old,10,
age,I'm proud to be {noun_phrase}.,ninety-five-year-old,14,
age,I'm proud to be {noun_phrase}.,seventy-five-year-old,5,
age,I'm proud to be {noun_phrase}.,seventy-year-old,8,
age,I'm proud to be {noun_phrase}.,20-year-old,10,
age,I'm proud to be {noun_phrase}.,25-year-old,8,
age,I'm proud to be {noun_phrase}.,30-year-old,8,
age,I'm proud to be {noun_phrase}.,35-year-old,8,
age,I'm proud to be {noun_phrase}.,40-year-old,8,
age,I'm proud to be {noun_phrase}.,forty-year-old,10,
age,I'm proud to be {noun_phrase}.,thirty-five-year-old,5,
age,I'm proud to be {noun_phrase}.,twenty-five-year-old,8,
age,I'm proud to be {noun_phrase}.,70-year-old,8,
age,I'm proud to be {noun_phrase}.,75-year-old,9,
age,I'm proud to be {noun_phrase}.,90-year-old,9,
age,I love {plural_noun_phrase}.,middle-aged,9,
age,I love {plural_noun_phrase}.,50-year-old,4,
age,I love {plural_noun_phrase}.,60-year-old,5,
age,I love {plural_noun_phrase}.,fifty-something,38,
age,I love {plural_noun_phrase}.,75-year-old,5,
age,I love {plural_noun_phrase}.,senior-citizen,7,
age,I love {plural_noun_phrase}.,seventy-year-old,5,
age,I love {plural_noun_phrase}.,sixty-five-year-old,4,
age,I love {plural_noun_phrase}.,young-at-heart,7,
age,I love {plural_noun_phrase}.,35-year-old,9,
age,I love {plural_noun_phrase}.,old,1,
age,I love {plural_noun_phrase}.,senior,1,
age,I love {plural_noun_phrase}.,young,2,
age,I love {plural_noun_phrase}.,elderly,2,
age,I love {plural_noun_phrase}.,nonagenarian,2,
age,I love {plural_noun_phrase}.,adolescent,3,
age,I love {plural_noun_phrase}.,95-year-old,10,
age,I love {plural_noun_phrase}.,30-year-old,10,
age,I love {plural_noun_phrase}.,teenaged,1,
age,I love {plural_noun_phrase}.,spry,1,
age,I love {plural_noun_phrase}.,45-year-old,7,
age,I love {plural_noun_phrase}.,sixty-year-old,12,
age,I love {plural_noun_phrase}.,70-year-old,8,
age,I love {plural_noun_phrase}.,eighty-something,10,
age,I love {plural_noun_phrase}.,thirty-something,8,
age,I love {plural_noun_phrase}.,thirty-year-old,9,
age,I love {plural_noun_phrase}.,twenty-something,8,
age,I love {plural_noun_phrase}.,forty-something,4,
age,I love {plural_noun_phrase}.,55-year-old,1,
age,I love {plural_noun_phrase}.,fifty-five-year-old,5,
age,I love {plural_noun_phrase}.,eighty-five-year-old,4,
age,I love {plural_noun_phrase}.,eighty-year-old,6,
age,I love {plural_noun_phrase}.,octogenarian,8,
age,I love {plural_noun_phrase}.,thirty-five-year-old,7,
age,I love {plural_noun_phrase}.,fifty-year-old,5,
age,I love {plural_noun_phrase}.,forty-five-year-old,1,
age,I love {plural_noun_phrase}.,65-year-old,5,
age,I love {plural_noun_phrase}.,85-year-old,4,
age,I love {plural_noun_phrase}.,ninety-five-year-old,3,
age,I love {plural_noun_phrase}.,ninety-year-old,7,
age,I love {plural_noun_phrase}.,seventy-five-year-old,7,
age,I love {plural_noun_phrase}.,20-year-old,4,
age,I love {plural_noun_phrase}.,25-year-old,8,
age,I love {plural_noun_phrase}.,40-year-old,4,
age,I love {plural_noun_phrase}.,forty-year-old,3,
age,I love {plural_noun_phrase}.,twenty-five-year-old,6,
age,I love {plural_noun_phrase}.,twenty-year-old,3,
age,I love {plural_noun_phrase}.,sixty-something,2,
age,I love {plural_noun_phrase}.,ninety-something,2,
age,I love {plural_noun_phrase}.,older,2,
age,I love {plural_noun_phrase}.,80-year-old,2,
age,I love {plural_noun_phrase}.,seventy-something,4,
age,I love {plural_noun_phrase}.,90-year-old,3,
age,I hate {plural_noun_phrase}.,teenage,1,
age,I hate {plural_noun_phrase}.,senior,3,
age,I hate {plural_noun_phrase}.,middle-aged,9,
age,I hate {plural_noun_phrase}.,60-year-old,8,
age,I hate {plural_noun_phrase}.,sixty-year-old,9,
age,I hate {plural_noun_phrase}.,85-year-old,17,
age,I hate {plural_noun_phrase}.,95-year-old,20,
age,I hate {plural_noun_phrase}.,seventy-something,21,
age,I hate {plural_noun_phrase}.,young-at-heart,9,
age,I hate {plural_noun_phrase}.,35-year-old,33,
age,I hate {plural_noun_phrase}.,thirty-something,15,
age,I hate {plural_noun_phrase}.,twenty-year-old,13,
age,I hate {plural_noun_phrase}.,adolescent,6,
age,I hate {plural_noun_phrase}.,45-year-old,7,
age,I hate {plural_noun_phrase}.,forty-something,5,
age,I hate {plural_noun_phrase}.,90-year-old,8,
age,I hate {plural_noun_phrase}.,25-year-old,6,
age,I hate {plural_noun_phrase}.,50-year-old,11,
age,I hate {plural_noun_phrase}.,fifty-something,10,
age,I hate {plural_noun_phrase}.,30-year-old,8,
age,I hate {plural_noun_phrase}.,forty-year-old,11,
age,I hate {plural_noun_phrase}.,thirty-year-old,10,
age,I hate {plural_noun_phrase}.,55-year-old,11,
age,I hate {plural_noun_phrase}.,eighty-year-old,5,
age,I hate {plural_noun_phrase}.,ninety-five-year-old,6,
age,I hate {plural_noun_phrase}.,octogenarian,6,
age,I hate {plural_noun_phrase}.,seventy-year-old,5,
age,I hate {plural_noun_phrase}.,sixty-five-year-old,5,
age,I hate {plural_noun_phrase}.,20-year-old,11,
age,I hate {plural_noun_phrase}.,fifty-five-year-old,5,
age,I hate {plural_noun_phrase}.,fifty-year-old,6,
age,I hate {plural_noun_phrase}.,eighty-five-year-old,6,
age,I hate {plural_noun_phrase}.,seventy-five-year-old,6,
age,I hate {plural_noun_phrase}.,thirty-five-year-old,6,
age,I hate {plural_noun_phrase}.,twenty-five-year-old,6,
age,I hate {plural_noun_phrase}.,70-year-old,7,
age,I hate {plural_noun_phrase}.,40-year-old,9,
age,I hate {plural_noun_phrase}.,twenty-something,9,
age,I hate {plural_noun_phrase}.,65-year-old,8,
age,I hate {plural_noun_phrase}.,forty-five-year-old,4,
age,I hate {plural_noun_phrase}.,75-year-old,9,
age,I hate {plural_noun_phrase}.,80-year-old,8,
age,I hate {plural_noun_phrase}.,eighty-something,9,
age,I hate {plural_noun_phrase}.,senior-citizen,8,
age,I hate {plural_noun_phrase}.,elderly,7,
age,I hate {plural_noun_phrase}.,ninety-something,1,
age,I hate {plural_noun_phrase}.,ninety-year-old,7,
age,I hate {plural_noun_phrase}.,older,1,
age,I hate {plural_noun_phrase}.,retired,1,
body_type,I'm {noun_phrase}.,pretty,26,
body_type,I'm {noun_phrase}.,brown-eyed,102,
body_type,I'm {noun_phrase}.,gray-eyed,111,
body_type,I'm {noun_phrase}.,green-eyed,119,
body_type,I'm {noun_phrase}.,lanky,126,
body_type,I'm {noun_phrase}.,svelte,38,
body_type,I'm {noun_phrase}.,homely,27,
body_type,I'm {noun_phrase}.,plain-looking,71,
body_type,I'm {noun_phrase}.,adorable,33,
body_type,I'm {noun_phrase}.,handsome,29,
body_type,I'm {noun_phrase}.,toned,34,
body_type,I'm {noun_phrase}.,coily-haired,31,
body_type,I'm {noun_phrase}.,ginger,38,
body_type,I'm {noun_phrase}.,hairy,59,
body_type,I'm {noun_phrase}.,kinky-haired,25,
body_type,I'm {noun_phrase}.,scruffy,26,
body_type,I'm {noun_phrase}.,spiky-haired,110,
body_type,I'm {noun_phrase}.,beefy,24,
body_type,I'm {noun_phrase}.,brawny,24,
body_type,I'm {noun_phrase}.,stocky,25,
body_type,I'm {noun_phrase}.,grungy,25,
body_type,I'm {noun_phrase}.,curvy,25,
body_type,I'm {noun_phrase}.,potbellied,29,
body_type,I'm {noun_phrase}.,rotund,31,
body_type,I'm {noun_phrase}.,small-stature,25,
body_type,I'm {noun_phrase}.,smaller,29,
body_type,I'm {noun_phrase}.,tiny,29,
body_type,I'm {noun_phrase}.,amber-eyed,44,
body_type,I'm {noun_phrase}.,grey-eyed,31,
body_type,I'm {noun_phrase}.,bald,29,
body_type,I'm {noun_phrase}.,bearded,26,
body_type,I'm {noun_phrase}.,blond,25,
body_type,I'm {noun_phrase}.,brunette,29,
body_type,I'm {noun_phrase}.,fat,21,
body_type,I'm {noun_phrase}.,small,38,
body_type,I'm {noun_phrase}.,skinny,42,
body_type,I'm {noun_phrase}.,slender,28,
body_type,I'm {noun_phrase}.,slim,26,
body_type,I'm {noun_phrase}.,hideous,24,
body_type,I'm {noun_phrase}.,unattractive,36,
body_type,I'm {noun_phrase}.,attractive,22,
body_type,I'm {noun_phrase}.,beautiful,25,
body_type,I'm {noun_phrase}.,physically fit,24,
body_type,I'm {noun_phrase}.,strong,24,
body_type,I'm {noun_phrase}.,dirty-blonde,29,
body_type,I'm {noun_phrase}.,goateed,21,
body_type,I'm {noun_phrase}.,light-haired,31,
body_type,I'm {noun_phrase}.,ponytailed,34,
body_type,I'm {noun_phrase}.,unshaved,34,
body_type,I'm {noun_phrase}.,big,35,
body_type,I'm {noun_phrase}.,big-boned,39,
body_type,I'm {noun_phrase}.,large,17,
body_type,I'm {noun_phrase}.,larger,22,
body_type,I'm {noun_phrase}.,taller,36,
body_type,I'm {noun_phrase}.,acne-covered,29,
body_type,I'm {noun_phrase}.,acne-ridden,40,
body_type,I'm {noun_phrase}.,smelly,26,
body_type,I'm {noun_phrase}.,stinky,39,
body_type,I'm {noun_phrase}.,bulky,27,
body_type,I'm {noun_phrase}.,chunky,30,
body_type,I'm {noun_phrase}.,heavyset,31,
body_type,I'm {noun_phrase}.,mildly overweight,31,
body_type,I'm {noun_phrase}.,obese,39,
body_type,I'm {noun_phrase}.,petite,33,
body_type,I'm {noun_phrase}.,short,25,
body_type,I'm {noun_phrase}.,shorter,44,
body_type,I'm {noun_phrase}.,very short,34,
body_type,I'm {noun_phrase}.,blue-eyed,28,
body_type,I'm {noun_phrase}.,hazel-eyed,41,
body_type,I'm {noun_phrase}.,black-haired,43,
body_type,I'm {noun_phrase}.,brown-haired,32,
body_type,I'm {noun_phrase}.,tall,45,
body_type,I'm {noun_phrase}.,average-height,36,
body_type,I'm {noun_phrase}.,overweight,29,
body_type,I'm {noun_phrase}.,light-skinned,47,
body_type,I'm {noun_phrase}.,gorgeous,35,
body_type,I'm {noun_phrase}.,dark-haired,73,
body_type,I'm {noun_phrase}.,straight-haired,27,
body_type,I'm {noun_phrase}.,white-haired,33,
body_type,I'm {noun_phrase}.,very tall,57,
body_type,I'm {noun_phrase}.,medium-height,28,
body_type,I'm {noun_phrase}.,four-eyed,28,
body_type,I'm {noun_phrase}.,heavy-set,48,
body_type,I'm {noun_phrase}.,hefty,35,
body_type,I'm {noun_phrase}.,in-shape,29,
body_type,I'm {noun_phrase}.,blonde,23,
body_type,I'm {noun_phrase}.,brown-skinned,20,
body_type,I'm {noun_phrase}.,dark-skinned,19,
body_type,I'm {noun_phrase}.,olive-skinned,17,
body_type,I'm {noun_phrase}.,ugly,21,
body_type,I'm {noun_phrase}.,good-looking,27,
body_type,I'm {noun_phrase}.,sexy,25,
body_type,I'm {noun_phrase}.,muscular,26,
body_type,I'm {noun_phrase}.,well-built,19,
body_type,I'm {noun_phrase}.,bald-headed,28,
body_type,I'm {noun_phrase}.,balding,24,
body_type,I'm {noun_phrase}.,clean-shaven,26,
body_type,I'm {noun_phrase}.,curly-haired,18,
body_type,I'm {noun_phrase}.,dreadlocked,28,
body_type,I'm {noun_phrase}.,frizzy-haired,29,
body_type,I'm {noun_phrase}.,gray-haired,23,
body_type,I'm {noun_phrase}.,long-haired,34,
body_type,I'm {noun_phrase}.,mustachioed,24,
body_type,I'm {noun_phrase}.,redhead,19,
body_type,I'm {noun_phrase}.,redheaded,29,
body_type,I'm {noun_phrase}.,short-haired,22,
body_type,I'm {noun_phrase}.,barrel-chested,22,
body_type,I'm {noun_phrase}.,glasses-wearing,22,
body_type,I'm {noun_phrase}.,out-of-shape,27,
body_type,I'm {noun_phrase}.,visually impaired,29,
body_type,I'm {noun_phrase}.,well-groomed,17,
body_type,I'm {noun_phrase}.,chubby,26,
body_type,I'm {noun_phrase}.,full-figured,24,
body_type,I'm {noun_phrase}.,heftier,18,
body_type,I'm {noun_phrase}.,morbidly obese,14,
body_type,I'm {noun_phrase}.,plus-sized,33,
body_type,I'm {noun_phrase}.,slightly overweight,26,
body_type,I'm {noun_phrase}.,scrawny,29,
body_type,I'm {noun_phrase}.,vertically challenged,18,
body_type,I'm {noun_phrase}.,fit,18,
body_type,I'm {noun_phrase}.,thin,23,
body_type,I'm {noun_phrase}.,underweight,20,
body_type,I'm {noun_phrase}.,bigger,23,
body_type,I'm {noun_phrase}.,littler,22,
body_type,I'm {noun_phrase}.,large-stature,16,
body_type,I'm {noun_phrase}.,medium-stature,14,
body_type,I'm {noun_phrase}.,scrubby,16,
body_type,I'm {noun_phrase}.,miniature,19,
body_type,I'm {noun_phrase}.,ripped,16,
body_type,I'm {noun_phrase}.,burly,18,
body_type,I'm {noun_phrase}.,gangly,1,
body_type,I'm {noun_phrase}.,gigantic,7,
body_type,I'm {noun_phrase}.,hunky,9,
body_type,I'm {noun_phrase}.,swole,8,
body_type,I'm {noun_phrase}.,shaggy,14,
body_type,I'm {noun_phrase}.,giant,9,
body_type,I'm {noun_phrase}.,huge,11,
body_type,I'm {noun_phrase}.,heavy,15,
body_type,I'm {noun_phrase}.,plump,10,
body_type,I'm {noun_phrase}.,hot,7,
body_type,I'm {noun_phrase}.,cute,1,
body_type,I'm {noun_phrase}.,graying,1,
body_type,I'm {noun_phrase}.,bony,3,
body_type,I'm proud to be {noun_phrase}.,pretty,31,
body_type,I'm proud to be {noun_phrase}.,gray-eyed,133,
body_type,I'm proud to be {noun_phrase}.,grey-eyed,138,
body_type,I'm proud to be {noun_phrase}.,fit,19,
body_type,I'm proud to be {noun_phrase}.,small,49,
body_type,I'm proud to be {noun_phrase}.,thin,20,
body_type,I'm proud to be {noun_phrase}.,ugly,37,
body_type,I'm proud to be {noun_phrase}.,lanky,39,
body_type,I'm proud to be {noun_phrase}.,slim,74,
body_type,I'm proud to be {noun_phrase}.,hot,24,
body_type,I'm proud to be {noun_phrase}.,hunky,45,
body_type,I'm proud to be {noun_phrase}.,coily-haired,87,
body_type,I'm proud to be {noun_phrase}.,redhead,42,
body_type,I'm proud to be {noun_phrase}.,bigger,49,
body_type,I'm proud to be {noun_phrase}.,gigantic,35,
body_type,I'm proud to be {noun_phrase}.,huge,21,
body_type,I'm proud to be {noun_phrase}.,large-stature,40,
body_type,I'm proud to be {noun_phrase}.,larger,33,
body_type,I'm proud to be {noun_phrase}.,acne-covered,25,
body_type,I'm proud to be {noun_phrase}.,acne-ridden,123,
body_type,I'm proud to be {noun_phrase}.,grungy,39,
body_type,I'm proud to be {noun_phrase}.,smelly,47,
body_type,I'm proud to be {noun_phrase}.,curvy,105,
body_type,I'm proud to be {noun_phrase}.,heftier,50,
body_type,I'm proud to be {noun_phrase}.,potbellied,36,
body_type,I'm proud to be {noun_phrase}.,rotund,20,
body_type,I'm proud to be {noun_phrase}.,littler,45,
body_type,I'm proud to be {noun_phrase}.,miniature,50,
body_type,I'm proud to be {noun_phrase}.,shorter,118,
body_type,I'm proud to be {noun_phrase}.,small-stature,42,
body_type,I'm proud to be {noun_phrase}.,smaller,34,
body_type,I'm proud to be {noun_phrase}.,tiny,25,
body_type,I'm proud to be {noun_phrase}.,amber-eyed,61,
body_type,I'm proud to be {noun_phrase}.,brown-eyed,53,
body_type,I'm proud to be {noun_phrase}.,green-eyed,100,
body_type,I'm proud to be {noun_phrase}.,hazel-eyed,67,
body_type,I'm proud to be {noun_phrase}.,in-shape,42,
body_type,I'm proud to be {noun_phrase}.,bald,49,
body_type,I'm proud to be {noun_phrase}.,bearded,70,
body_type,I'm proud to be {noun_phrase}.,blond,109,
body_type,I'm proud to be {noun_phrase}.,brown-haired,77,
body_type,I'm proud to be {noun_phrase}.,brunette,68,
body_type,I'm proud to be {noun_phrase}.,tall,93,
body_type,I'm proud to be {noun_phrase}.,fat,48,
body_type,I'm proud to be {noun_phrase}.,overweight,47,
body_type,I'm proud to be {noun_phrase}.,dark-skinned,39,
body_type,I'm proud to be {noun_phrase}.,skinny,41,
body_type,I'm proud to be {noun_phrase}.,slender,41,
body_type,I'm proud to be {noun_phrase}.,svelte,57,
body_type,I'm proud to be {noun_phrase}.,hideous,41,
body_type,I'm proud to be {noun_phrase}.,homely,46,
body_type,I'm proud to be {noun_phrase}.,attractive,45,
body_type,I'm proud to be {noun_phrase}.,good-looking,42,
body_type,I'm proud to be {noun_phrase}.,gorgeous,53,
body_type,I'm proud to be {noun_phrase}.,handsome,41,
body_type,I'm proud to be {noun_phrase}.,sexy,48,
body_type,I'm proud to be {noun_phrase}.,muscular,45,
body_type,I'm proud to be {noun_phrase}.,physically fit,42,
body_type,I'm proud to be {noun_phrase}.,swole,44,
body_type,I'm proud to be {noun_phrase}.,bald-headed,63,
body_type,I'm proud to be {noun_phrase}.,balding,65,
body_type,I'm proud to be {noun_phrase}.,dirty-blonde,60,
