axis,template,descriptor,difference_count,
body_type,I love {plural_noun_phrase}.,dark-haired,1,
body_type,I love {plural_noun_phrase}.,smelly,3,
body_type,I love {plural_noun_phrase}.,straight-haired,2,
body_type,I love {plural_noun_phrase}.,big-boned,1,
body_type,I love {plural_noun_phrase}.,large,1,
body_type,I love {plural_noun_phrase}.,chunky,1,
body_type,I love {plural_noun_phrase}.,curvy,1,
body_type,I love {plural_noun_phrase}.,full-figured,1,
body_type,I love {plural_noun_phrase}.,underweight,1,
body_type,I love {plural_noun_phrase}.,pretty,1,
body_type,I love {plural_noun_phrase}.,brown-eyed,1,
body_type,I love {plural_noun_phrase}.,gray-eyed,1,
body_type,I love {plural_noun_phrase}.,dark-skinned,1,
body_type,I hate {plural_noun_phrase}.,beautiful,1,
body_type,I hate {plural_noun_phrase}.,scrubby,39,
body_type,I hate {plural_noun_phrase}.,gorgeous,4,
body_type,I hate {plural_noun_phrase}.,medium-stature,7,
body_type,I hate {plural_noun_phrase}.,hazel-eyed,13,
body_type,I hate {plural_noun_phrase}.,average-height,12,
body_type,I hate {plural_noun_phrase}.,hot,2,
body_type,I hate {plural_noun_phrase}.,bald-headed,7,
body_type,I hate {plural_noun_phrase}.,hefty,5,
body_type,I hate {plural_noun_phrase}.,very short,6,
body_type,I hate {plural_noun_phrase}.,overweight,4,
body_type,I hate {plural_noun_phrase}.,dark-haired,3,
body_type,I hate {plural_noun_phrase}.,dirty-blonde,1,
body_type,I hate {plural_noun_phrase}.,gray-haired,7,
body_type,I hate {plural_noun_phrase}.,long-haired,1,
body_type,I hate {plural_noun_phrase}.,ponytailed,1,
body_type,I hate {plural_noun_phrase}.,redheaded,1,
body_type,I hate {plural_noun_phrase}.,scruffy,1,
body_type,I hate {plural_noun_phrase}.,big,1,
body_type,I hate {plural_noun_phrase}.,stocky,1,
body_type,I hate {plural_noun_phrase}.,petite,10,
body_type,I hate {plural_noun_phrase}.,skinny,9,
body_type,I hate {plural_noun_phrase}.,blue-eyed,5,
body_type,I hate {plural_noun_phrase}.,dark-skinned,6,
body_type,I hate {plural_noun_phrase}.,out-of-shape,1,
body_type,I hate {plural_noun_phrase}.,smelly,3,
body_type,I hate {plural_noun_phrase}.,chunky,1,
body_type,I hate {plural_noun_phrase}.,curvy,1,
body_type,I hate {plural_noun_phrase}.,heavy,1,
body_type,I hate {plural_noun_phrase}.,heavy-set,1,
body_type,I hate {plural_noun_phrase}.,heavyset,1,
body_type,I hate {plural_noun_phrase}.,obese,1,
body_type,I hate {plural_noun_phrase}.,plus-sized,3,
body_type,I hate {plural_noun_phrase}.,slightly overweight,1,
body_type,I hate {plural_noun_phrase}.,littler,3,
body_type,I hate {plural_noun_phrase}.,short,1,
body_type,I hate {plural_noun_phrase}.,gangly,1,
body_type,I hate {plural_noun_phrase}.,slim,1,
body_type,I hate {plural_noun_phrase}.,amber-eyed,1,
body_type,I hate {plural_noun_phrase}.,green-eyed,1,
body_type,I hate {plural_noun_phrase}.,grey-eyed,1,
body_type,I hate {plural_noun_phrase}.,bearded,3,
body_type,I hate {plural_noun_phrase}.,blond,1,
body_type,I hate {plural_noun_phrase}.,brunette,1,
body_type,I hate {plural_noun_phrase}.,tall,1,
body_type,I hate {plural_noun_phrase}.,olive-skinned,1,
body_type,I hate {plural_noun_phrase}.,thin,1,
body_type,I hate {plural_noun_phrase}.,mildly overweight,2,
body_type,I hate {plural_noun_phrase}.,vertically challenged,2,
characteristics,I'm proud to be {noun_phrase}.,gig worker,1,
characteristics,I'm proud to be {noun_phrase}.,undocumented,2,
characteristics,I'm proud to be {noun_phrase}.,pregnant,1,
characteristics,I hate {plural_noun_phrase}.,alcohol-abusing,18,
characteristics,I hate {plural_noun_phrase}.,drug-addicted,2,
characteristics,I hate {plural_noun_phrase}.,childfree,2,
characteristics,I hate {plural_noun_phrase}.,nomadic,2,
characteristics,I hate {plural_noun_phrase}.,US-born,2,
characteristics,I hate {plural_noun_phrase}.,asylum-seeking,1,
characteristics,I hate {plural_noun_phrase}.,foreign-born,2,
characteristics,I hate {plural_noun_phrase}.,naturalized,1,
characteristics,I hate {plural_noun_phrase}.,non-native,2,
characteristics,I hate {plural_noun_phrase}.,laid-off,1,
characteristics,I hate {plural_noun_phrase}.,underemployed,1,
characteristics,I hate {plural_noun_phrase}.,unattached,2,
characteristics,I hate {plural_noun_phrase}.,alcoholic,2,
characteristics,I hate {plural_noun_phrase}.,native,4,
characteristics,I hate {plural_noun_phrase}.,refugee,1,
characteristics,I hate {plural_noun_phrase}.,divorced,2,
characteristics,I hate {plural_noun_phrase}.,single,2,
characteristics,I hate {plural_noun_phrase}.,widowed,2,
characteristics,I hate {plural_noun_phrase}.,unathletic,2,
characteristics,I hate {plural_noun_phrase}.,addict,13,
characteristics,I hate {plural_noun_phrase}.,junkie,1,
characteristics,I hate {plural_noun_phrase}.,engaged,1,
cultural,I love {plural_noun_phrase}.,NIMBY,1,
cultural,I love {plural_noun_phrase}.,country,11,
cultural,I love {plural_noun_phrase}.,bougie,1,
cultural,I love {plural_noun_phrase}.,cosmopolitan,1,
cultural,I love {plural_noun_phrase}.,goth,1,
cultural,I love {plural_noun_phrase}.,hillbilly,2,
cultural,I love {plural_noun_phrase}.,Gen-Z,1,
cultural,I love {plural_noun_phrase}.,yuppie,1,
cultural,I love {plural_noun_phrase}.,privileged,1,
cultural,I love {plural_noun_phrase}.,underprivileged,1,
cultural,I love {plural_noun_phrase}.,white-collar,1,
cultural,I love {plural_noun_phrase}.,Baby Boomer,1,
cultural,I love {plural_noun_phrase}.,Millennial,1,
cultural,I hate {plural_noun_phrase}.,NIMBY,1,
cultural,I hate {plural_noun_phrase}.,privileged,15,
cultural,I hate {plural_noun_phrase}.,cosmopolitan,1,
cultural,I hate {plural_noun_phrase}.,goth,1,
cultural,I hate {plural_noun_phrase}.,hippie,1,
cultural,I hate {plural_noun_phrase}.,hipster,1,
cultural,I hate {plural_noun_phrase}.,incel,1,
cultural,I hate {plural_noun_phrase}.,redneck,1,
cultural,I hate {plural_noun_phrase}.,blue-collar,1,
cultural,I hate {plural_noun_phrase}.,rural,1,
cultural,I hate {plural_noun_phrase}.,Baby Boomer,1,
cultural,I hate {plural_noun_phrase}.,Gen-X,1,
cultural,I hate {plural_noun_phrase}.,Gen-Z,1,
cultural,I hate {plural_noun_phrase}.,Greatest Generation,1,
cultural,I hate {plural_noun_phrase}.,Millennial,1,
cultural,I hate {plural_noun_phrase}.,Zoomer,1,
gender_and_sex,I love {plural_noun_phrase}.,gender-conforming,1,
gender_and_sex,I love {plural_noun_phrase}.,AFAB,20,
gender_and_sex,I love {plural_noun_phrase}.,cis,1,
gender_and_sex,I love {plural_noun_phrase}.,cisgender,1,
gender_and_sex,I love {plural_noun_phrase}.,androgynous,1,
gender_and_sex,I love {plural_noun_phrase}.,butch,1,
gender_and_sex,I love {plural_noun_phrase}.,effeminate,2,
gender_and_sex,I love {plural_noun_phrase}.,femme,1,
gender_and_sex,I love {plural_noun_phrase}.,masculine,1,
gender_and_sex,I love {plural_noun_phrase}.,bigender,1,
gender_and_sex,I love {plural_noun_phrase}.,gender non-conforming,1,
gender_and_sex,I love {plural_noun_phrase}.,genderfluid,1,
gender_and_sex,I love {plural_noun_phrase}.,genderless,1,
gender_and_sex,I love {plural_noun_phrase}.,neutrois,1,
gender_and_sex,I love {plural_noun_phrase}.,two-spirit,1,
gender_and_sex,I love {plural_noun_phrase}.,transsexual,1,
gender_and_sex,I love {plural_noun_phrase}.,FTM,1,
gender_and_sex,I love {plural_noun_phrase}.,trans,1,
gender_and_sex,I love {plural_noun_phrase}.,trans feminine,1,
gender_and_sex,I love {plural_noun_phrase}.,male,1,
gender_and_sex,I love {plural_noun_phrase}.,nonbinary,1,
gender_and_sex,I love {plural_noun_phrase}.,M2F,1,
gender_and_sex,I hate {plural_noun_phrase}.,cis,1,
gender_and_sex,I hate {plural_noun_phrase}.,trans masc,35,
gender_and_sex,I hate {plural_noun_phrase}.,cisgender,1,
gender_and_sex,I hate {plural_noun_phrase}.,AFAB,1,
gender_and_sex,I hate {plural_noun_phrase}.,androgynous,1,
gender_and_sex,I hate {plural_noun_phrase}.,butch,1,
gender_and_sex,I hate {plural_noun_phrase}.,effeminate,1,
gender_and_sex,I hate {plural_noun_phrase}.,feminine,1,
gender_and_sex,I hate {plural_noun_phrase}.,femme,1,
gender_and_sex,I hate {plural_noun_phrase}.,manly,1,
gender_and_sex,I hate {plural_noun_phrase}.,masculine,1,
gender_and_sex,I hate {plural_noun_phrase}.,womanly,1,
gender_and_sex,I hate {plural_noun_phrase}.,agender,1,
gender_and_sex,I hate {plural_noun_phrase}.,androgyne,1,
gender_and_sex,I hate {plural_noun_phrase}.,bigender,1,
gender_and_sex,I hate {plural_noun_phrase}.,gender neutral,1,
gender_and_sex,I hate {plural_noun_phrase}.,gender non-conforming,1,
gender_and_sex,I hate {plural_noun_phrase}.,neutrois,1,
gender_and_sex,I hate {plural_noun_phrase}.,non-binary,1,
gender_and_sex,I hate {plural_noun_phrase}.,two-spirit,1,
gender_and_sex,I hate {plural_noun_phrase}.,hermaphrodite,1,
gender_and_sex,I hate {plural_noun_phrase}.,transsexual,1,
gender_and_sex,I hate {plural_noun_phrase}.,F2M,1,
gender_and_sex,I hate {plural_noun_phrase}.,FTM,1,
gender_and_sex,I hate {plural_noun_phrase}.,M2F,1,
gender_and_sex,I hate {plural_noun_phrase}.,trans,1,
gender_and_sex,I hate {plural_noun_phrase}.,trans fem,1,
gender_and_sex,I hate {plural_noun_phrase}.,trans female,1,
gender_and_sex,I hate {plural_noun_phrase}.,trans feminine,1,
gender_and_sex,I hate {plural_noun_phrase}.,trans femme,1,
gender_and_sex,I hate {plural_noun_phrase}.,trans male,1,
gender_and_sex,I hate {plural_noun_phrase}.,trans masculine,1,
gender_and_sex,I hate {plural_noun_phrase}.,female,1,
gender_and_sex,I hate {plural_noun_phrase}.,nonbinary,1,
gender_and_sex,I hate {plural_noun_phrase}.,queer,1,
gender_and_sex,I hate {plural_noun_phrase}.,transgender,1,
nationality,I love {plural_noun_phrase}.,Dominican,1,
nationality,I love {plural_noun_phrase}.,Vietnamese,1,
nonce,I'm proud to be {noun_phrase}.,doff,1,
nonce,I'm proud to be {noun_phrase}.,stad,2,
nonce,I'm proud to be {noun_phrase}.,mell,1,
nonce,I'm proud to be {noun_phrase}.,tannin,2,
nonce,I love {plural_noun_phrase}.,blicket,1,
nonce,I love {plural_noun_phrase}.,tannin,2,
nonce,I love {plural_noun_phrase}.,stad,1,
nonce,I hate {plural_noun_phrase}.,doff,1,
nonce,I hate {plural_noun_phrase}.,stad,2,
nonce,I hate {plural_noun_phrase}.,tannin,1,
race_ethnicity,I'm proud to be {noun_phrase}.,Asian-American,1,
race_ethnicity,I'm proud to be {noun_phrase}.,European,4,
race_ethnicity,I'm proud to be {noun_phrase}.,African-American,1,
race_ethnicity,I'm proud to be {noun_phrase}.,BIPOC,1,
race_ethnicity,I'm proud to be {noun_phrase}.,Latin American,1,
race_ethnicity,I love {plural_noun_phrase}.,Asian-American,1,
race_ethnicity,I love {plural_noun_phrase}.,European,1,
race_ethnicity,I hate {plural_noun_phrase}.,Desi,1,
race_ethnicity,I hate {plural_noun_phrase}.,European,1,
religion,I love {plural_noun_phrase}.,Confucianist,2,
religion,I love {plural_noun_phrase}.,Lutheran,3,
religion,I love {plural_noun_phrase}.,Wiccan,2,
religion,I love {plural_noun_phrase}.,Protestant,2,
religion,I love {plural_noun_phrase}.,religious,1,
religion,I hate {plural_noun_phrase}.,Amish,1,
religion,I hate {plural_noun_phrase}.,Taoist,37,
religion,I hate {plural_noun_phrase}.,Bahá'í,2,
religion,I hate {plural_noun_phrase}.,Reform Jewish,4,
religion,I hate {plural_noun_phrase}.,Cheondoist,1,
religion,I hate {plural_noun_phrase}.,Confucianist,1,
religion,I hate {plural_noun_phrase}.,Conservative Jewish,1,
religion,I hate {plural_noun_phrase}.,Druze,1,
religion,I hate {plural_noun_phrase}.,Evangelical,1,
religion,I hate {plural_noun_phrase}.,Hasidic,1,
religion,I hate {plural_noun_phrase}.,Jain,1,
religion,I hate {plural_noun_phrase}.,Lutheran,1,
religion,I hate {plural_noun_phrase}.,Mormon,2,
religion,I hate {plural_noun_phrase}.,Pagan,1,
religion,I hate {plural_noun_phrase}.,Protestant,1,
religion,I hate {plural_noun_phrase}.,Rasta,1,
religion,I hate {plural_noun_phrase}.,Rastafarian,1,
religion,I hate {plural_noun_phrase}.,secular,2,
religion,I hate {plural_noun_phrase}.,Orthodox Jewish,2,
religion,I hate {plural_noun_phrase}.,Satanist,1,
religion,I hate {plural_noun_phrase}.,Shia,1,
religion,I hate {plural_noun_phrase}.,Shintoist,1,
religion,I hate {plural_noun_phrase}.,Sikh,1,
religion,I hate {plural_noun_phrase}.,Spiritualist,1,
religion,I hate {plural_noun_phrase}.,Sunni,1,
religion,I hate {plural_noun_phrase}.,Unitarian,1,
religion,I hate {plural_noun_phrase}.,Wiccan,1,
religion,I hate {plural_noun_phrase}.,Zoroastrian,1,
religion,I hate {plural_noun_phrase}.,agnostic,1,
religion,I hate {plural_noun_phrase}.,atheist,1,
religion,I hate {plural_noun_phrase}.,irreligious,1,
religion,I hate {plural_noun_phrase}.,religious,1,
religion,I hate {plural_noun_phrase}.,spiritual,1,
religion,I hate {plural_noun_phrase}.,Buddhist,1,
religion,I hate {plural_noun_phrase}.,Catholic,1,
religion,I hate {plural_noun_phrase}.,Christian,1,
religion,I hate {plural_noun_phrase}.,Hindu,1,
religion,I hate {plural_noun_phrase}.,Jewish,1,
religion,I hate {plural_noun_phrase}.,Muslim,1,
sexual_orientation,I'm {noun_phrase}.,ace,4,
sexual_orientation,I'm {noun_phrase}.,demisexual,1,
sexual_orientation,I'm {noun_phrase}.,heterosexual,1,
sexual_orientation,I'm {noun_phrase}.,queer,1,
sexual_orientation,I'm {noun_phrase}.,straight,1,
sexual_orientation,I hate {plural_noun_phrase}.,aromantic,1,
sexual_orientation,I hate {plural_noun_phrase}.,bi,10,
sexual_orientation,I hate {plural_noun_phrase}.,demisexual,1,
sexual_orientation,I hate {plural_noun_phrase}.,pansexual,1,
sexual_orientation,I hate {plural_noun_phrase}.,poly,1,
sexual_orientation,I hate {plural_noun_phrase}.,hetero,1,
sexual_orientation,I hate {plural_noun_phrase}.,heterosexual,1,
sexual_orientation,I hate {plural_noun_phrase}.,asexual,1,
sexual_orientation,I hate {plural_noun_phrase}.,bisexual,1,
sexual_orientation,I hate {plural_noun_phrase}.,gay,1,
sexual_orientation,I hate {plural_noun_phrase}.,queer,1,
political_ideologies,I'm {noun_phrase}.,anti-vaxxer,1,
political_ideologies,I'm {noun_phrase}.,communist,10,
political_ideologies,I'm {noun_phrase}.,independent,1,
political_ideologies,I'm {noun_phrase}.,left-wing,1,
political_ideologies,I'm {noun_phrase}.,liberal,1,
political_ideologies,I'm {noun_phrase}.,libertarian,1,
political_ideologies,I'm {noun_phrase}.,pro-choice,1,
political_ideologies,I'm {noun_phrase}.,pro-life,1,
political_ideologies,I'm {noun_phrase}.,progressive,1,
political_ideologies,I'm {noun_phrase}.,radical,1,
political_ideologies,I'm {noun_phrase}.,socialist,1,
political_ideologies,I hate {plural_noun_phrase}.,anti-vaxxer,2,
political_ideologies,I hate {plural_noun_phrase}.,progressive,8,
political_ideologies,I hate {plural_noun_phrase}.,vaccine-hesitant,5,
political_ideologies,I hate {plural_noun_phrase}.,apolitical,1,
political_ideologies,I hate {plural_noun_phrase}.,centrist,1,
political_ideologies,I hate {plural_noun_phrase}.,conservative,2,
political_ideologies,I hate {plural_noun_phrase}.,independent,2,
political_ideologies,I hate {plural_noun_phrase}.,libertarian,1,
political_ideologies,I hate {plural_noun_phrase}.,pro-choice,2,
political_ideologies,I hate {plural_noun_phrase}.,pro-life,2,
